CID,BDATE,GEN
AW00028654,19760105,Male
AW00028655,19750601,Male
AW00028656,19741119,Male
AW00028657,19750505,Male
AW00028658,19741117,Female
AW00028659,19740909,Female
AW00028660,19770514,Male
AW00028661,19820406,Male
AW00028662,19770117,Male
AW00028663,19741202,Male
AW00028664,19740425,Female
AW00028665,19790302,Female
AW00028666,19791018,Male
AW00028667,19740626,Male
AW00028668,19730307,Male
AW00028669,19760106,Male
AW00028670,19810223,Female
AW00028671,19810522,Female
AW00028672,19810923,Male
AW00028673,19810604,Female
AW00028674,19760114,Male
AW00028675,19730308,Male
AW00028676,19730418,Male
AW00028677,19770809,Male
AW00028678,19711031,Male
AW00028679,19710907,Male
AW00028680,19720407,Female
AW00028681,19710915,Female
AW00028682,19830519,Female
AW00028683,19811005,Female
AW00028684,19760610,Female
AW00028685,19810312,Male
AW00028686,19750920,Female
AW00028687,19811116,Male
AW00028688,19760307,Female
AW00028689,19741124,Male
AW00028690,19751007,Male
AW00028691,19760109,Male
AW00028692,19811121,Female
AW00028693,19751006,Female
AW00028694,19760114,Male
AW00028695,19760222,Male
AW00028696,19760304,Female
AW00028697,19751018,Female
AW00028698,19741020,Female
AW00028699,19860310,Female
AW00028700,19741020,Female
AW00028701,19800924,Female
AW00028702,19860130,Male
AW00028703,19741105,Female
AW00028704,19740902,Male
AW00028705,19570816,Female
AW00028706,19580206,Male
AW00028707,19620423,Female
AW00028708,19620905,Male
AW00028709,19570104,Female
AW00028710,19590115,Male
AW00028711,19740525,Female
AW00028712,19740605,Male
AW00028713,19791123,Male
AW00028714,19711219,Male
AW00028715,19710319,Female
AW00028716,19760705,Male
AW00028717,19710118,Male
AW00028718,19700923,Female
AW00028719,19731016,Male
AW00028720,19811121,Female
AW00028721,19750831,Female
AW00028722,19790522,Female
AW00028723,19790422,Male
AW00028724,19800405,Male
AW00028725,19800408,Male
AW00028726,19851214,Female
AW00028727,19860501,Male
AW00028728,19850811,Male
AW00028729,19860213,Female
AW00028730,19850418,Female
AW00028731,19790913,Male
AW00028732,19790917,Female
AW00028733,19800330,Female
AW00028734,19850511,Female
AW00028735,19841002,Female
AW00028736,19781021,Female
AW00028737,19770919,Male
AW00028738,19830320,Female
AW00028739,19780919,Female
AW00028740,19781003,Female
AW00028741,19790420,Male
AW00028742,19780826,Male
AW00028743,19201114,Female
AW00028744,19780102,Female
AW00028745,19820821,Male
AW00028746,19770505,Male
AW00028747,19761124,Male
AW00028748,19770403,Female
AW00028749,19831005,Male
AW00028750,19780621,Male
AW00028751,19830525,Male
AW00028752,19780517,Male
AW00028753,19770105,Female
AW00028754,19820421,Male
AW00028755,19820521,Male
AW00028756,19751129,Female
AW00028757,19770319,Male
AW00028758,19770204,Male
AW00028759,19760930,Female
AW00028760,19810519,Male
AW00028761,19810417,Male
AW00028762,19800511,Male
AW00028763,19800120,Female
AW00028764,19790810,Male
AW00028765,19790825,Female
AW00028766,19860130,Male
AW00028767,19810223,Male
AW00028768,19720101,Male
AW00028769,19720306,Female
AW00028770,19711230,Male
AW00028771,19600205,Female
AW00028772,19650423,Male
AW00028773,19650923,Male
AW00028774,19760513,Female
AW00028775,19591123,Female
AW00028776,19661007,Female
AW00028777,19601214,Female
AW00028778,19660906,Male
AW00028779,19601012,Female
AW00028780,19610706,Female
AW00028781,19611112,Male
AW00028782,19610908,Male
AW00028783,19630103,Female
AW00028784,19740617,Female
AW00028785,19630225,Male
AW00028786,19680719,Male
AW00028787,19621003,Female
AW00028788,19630408,Female
AW00028789,19620908,Male
AW00028790,19640207,Male
AW00028791,19640102,Male
AW00028792,19630906,Male
AW00028793,19631111,Male
AW00028794,19650430,Male
AW00028795,19700110,Male
AW00028796,19650423,Male
AW00028797,19650416,Female
AW00028798,19700613,Male
AW00028799,19641211,Female
AW00028800,19640903,Male
AW00028801,19780210,Female
AW00028802,19830913,Female
AW00028803,19770703,Female
AW00028804,19780612,Male
AW00028805,19780217,Female
AW00028806,19790519,Male
AW00028807,19790312,Female
AW00028808,19790519,Female
AW00028809,19840916,Male
AW00028810,19781015,Female
AW00028811,19780812,Male
AW00028812,19781019,Female
AW00028813,19770505,Male
AW00028814,19760918,Female
AW00028815,19820421,Female
AW00028816,19770110,Female
AW00028817,19770311,Male
AW00028818,19771030,Male
AW00028819,19780410,Female
AW00028820,19780117,Female
AW00028821,19780117,Male
AW00028822,19780116,Female
AW00028823,19780517,Male
AW00028824,19780508,Male
AW00028825,19780201,Male
AW00028826,19780110,Male
AW00028827,19830323,Male
AW00028828,19780423,Female
AW00028829,19750815,Male
AW00028830,19751221,Male
AW00028831,19750715,Female
AW00028832,19751102,Male
AW00028833,19750503,Female
AW00028834,19741026,Female
AW00028835,19740922,Male
AW00028836,19770204,Female
AW00028837,19770418,Female
AW00028838,19770424,Female
AW00028839,19820409,Male
AW00028840,19770108,Female
AW00028841,19770505,Male
AW00028842,19761116,Female
AW00028843,19740721,Female
AW00028844,19790421,Female
AW00028845,19740507,Female
AW00028846,19740514,Female
AW00028847,19731120,Female
AW00028848,19780722,Male
AW00028849,19781019,Male
AW00028850,19811031,Male
AW00028851,19750727,Male
AW00028852,19760306,Female
AW00028853,19760404,Male
AW00028854,19810605,Female
AW00028855,19730121,Female
AW00028856,19721218,Male
AW00028857,19721214,Male
AW00028858,19770115,Male
AW00028859,19720407,Male
AW00028860,19770520,Male
AW00028861,19820618,Female
AW00028862,19811224,Female
AW00028863,19820625,Female
AW00028864,19811024,Female
AW00028865,19790705,Male
AW00028866,19790805,Male
AW00028867,19791019,Female
AW00028868,19790806,Male
AW00028869,19830914,Female
AW00028870,19830310,Male
AW00028871,19780326,Female
AW00028872,19820612,Female
AW00028873,19581115,Male
AW00028874,19590311,Female
AW00028875,19621204,Male
AW00028876,19630420,Male
AW00028877,19630524,Male
AW00028878,19621006,Male
AW00028879,19630531,Male
AW00028880,19630225,Female
AW00028881,19611030,Male
AW00028882,19620131,Female
AW00028883,19620311,Male
AW00028884,19670930,Female
AW00028885,19720303,Male
AW00028886,19610110,Male
AW00028887,19601110,Male
AW00028888,19491118,Female
AW00028889,19561009,Female
AW00028890,19501013,Female
AW00028891,19510501,Female
AW00028892,19501214,Female
AW00028893,19511210,Female
AW00028894,19520131,Male
AW00028895,19511115,Male
AW00028896,19590512,Male
AW00028897,19580915,Female
AW00028898,19591224,Female
AW00028899,19600318,Male
AW00028900,19581203,Female
AW00028901,19580725,Female
AW00028902,19590516,Female
AW00028903,19641021,Female
AW00028904,19561007,Male
AW00028905,19560818,Female
AW00028906,19620923,Male
AW00028907,19560818,Male
AW00028908,19560910,Female
AW00028909,19610101,Male
AW00028910,19560211,Female
AW00028911,19550917,Male
AW00028912,19560306,Male
AW00028913,19560221,Female
AW00028914,19560519,Female
AW00028915,19600523,Male
AW00028916,19550213,Female
AW00028917,19530802,Female
AW00028918,19531005,Female
AW00028919,19521202,Female
AW00028920,19530320,Female
AW00028921,19690509,Male
AW00028922,19810512,Male
AW00028923,19810203,Male
AW00028924,19811225,Female
AW00028925,19811001,Male
AW00028926,19811112,Male
AW00028927,19810916,Male
AW00028928,19811217,Female
AW00028929,19810208,Female
AW00028930,19801123,Male
AW00028931,19810505,Male
AW00028932,19850823,Male
AW00028933,19800509,Female
AW00028934,19800402,Male
AW00028935,19801129,Male
AW00028936,19800620,Female
AW00028937,19840411,Male
AW00028938,19800402,Female
AW00028939,19800414,Male
AW00028940,19800220,Female
AW00028941,19790930,Female
AW00028942,19780827,Male
AW00028943,19780715,Male
AW00028944,19840508,Female
AW00028945,19771201,Male
AW00028946,19830922,Male
AW00028947,19781018,Male
AW00028948,19840802,Female
AW00028949,19781021,Male
AW00028950,19831123,Male
AW00028951,19770922,Female
AW00028952,19830914,Male
AW00028953,19830316,Female
AW00028954,19780621,Male
AW00028955,19770417,Male
AW00028956,19761019,Female
AW00028957,19830207,Female
AW00028958,19780601,Male
AW00028959,19770714,Male
AW00028960,19770919,Female
AW00028961,19760820,Male
AW00028962,19751231,Male
AW00028963,19760308,Male
AW00028964,19600618,Male
AW00028965,19550131,Female
AW00028966,19600215,Female
AW00028967,19530731,Female
AW00028968,19530823,Male
AW00028969,19531105,Male
AW00028970,19431223,Female
AW00028971,19441217,Male
AW00028972,19450509,Female
AW00028973,19450518,Male
AW00028974,19450405,Female
AW00028975,19510703,Male
AW00028976,19450808,Female
AW00028977,19460122,Male
AW00028978,19460323,Female
AW00028979,19451222,Male
AW00028980,19450812,Female
AW00028981,19450914,Male
AW00028982,19470622,Female
AW00028983,19520724,Male
AW00028984,19470610,Female
AW00028985,19470803,Male
AW00028986,19490121,Male
AW00028987,19481203,Female
AW00028988,19490821,Male
AW00028989,19490716,Female
AW00028990,19550303,Female
AW00028991,19520719,Male
AW00028992,19520706,Male
AW00028993,19510512,Female
AW00028994,19510831,Male
AW00028995,19520319,Female
AW00028996,19690801,Female
AW00028997,19530526,Male
AW00028998,19520909,Female
AW00028999,19581020,Male
AW00029000,19530218,Male
AW00029001,19640412,Male
AW00029002,19530920,Female
AW00029003,19531016,Female
AW00029004,19650520,Male
AW00029005,19550316,Male
AW00029006,19540825,Male
AW00029007,19550625,Male
AW00029008,19550601,Male
AW00029009,19601013,Male
AW00029010,19550601,Female
AW00029011,19550412,Female
AW00029012,19601230,Male
AW00029013,19610506,Female
AW00029014,19550804,Male
AW00029015,19550803,Female
AW00029016,19550917,Male
AW00029017,19551224,Male
AW00029018,19551211,Male
AW00029019,19551224,Male
AW00029020,19610114,Male
AW00029021,19570214,Male
AW00029022,19570502,Female
AW00029023,19570622,Male
AW00029024,19620905,Female
AW00029025,19560802,Male
AW00029026,19571023,Female
AW00029027,19630923,Male
AW00029028,19580502,Male
AW00029029,19580224,Male
AW00029030,19630507,Male
AW00029031,19740603,Male
AW00029032,19570809,Female
AW00029033,19640912,Female
AW00029034,19580715,Male
AW00029035,19590219,Male
AW00029036,19641021,Female
AW00029037,19720414,Male
AW00029038,19720421,Female
AW00029039,19860421,Male
AW00029040,19800316,Female
AW00029041,19771008,Male
AW00029042,19730801,Male
AW00029043,19740112,Male
AW00029044,19730830,Female
AW00029045,19730509,Female
AW00029046,19680818,Female
AW00029047,19681129,Male
AW00029048,19790930,Male
AW00029049,19850325,Female
AW00029050,19850118,Male
AW00029051,19850221,Female
AW00029052,19840803,Male
AW00029053,19500402,Male
AW00029054,19500303,Female
AW00029055,19551108,Female
AW00029056,19840901,Female
AW00029057,19831106,Female
AW00029058,19830703,Female
AW00029059,19831218,Female
AW00029060,19830929,Male
AW00029061,19501017,Male
AW00029062,19501019,Male
AW00029063,19630218,Male
AW00029064,19520608,Male
AW00029065,19510821,Female
AW00029066,19510728,Male
AW00029067,19570506,Male
AW00029068,19520914,Female
AW00029069,19521110,Male
AW00029070,19831112,Female
AW00029071,19830518,Female
AW00029072,19830215,Female
AW00029073,19820819,Female
AW00029074,19830125,Female
AW00029075,19830102,Male
AW00029076,19820901,Female
AW00029077,19830523,Male
AW00029078,19830327,Female
AW00029079,19811205,Male
AW00029080,19550114,Female
AW00029081,19600313,Male
AW00029082,19600119,Female
AW00029083,19560218,Female
AW00029084,19551221,Female
AW00029085,19560526,Male
AW00029086,19550713,Male
AW00029087,19560414,Male
AW00029088,19550829,Female
AW00029089,19850712,Male
AW00029090,19580218,Female
AW00029091,19580411,Female
AW00029092,19690522,Male
AW00029093,19580404,Male
AW00029094,19571224,Male
AW00029095,19570925,Male
AW00029096,19580810,Female
AW00029097,19590609,Female
AW00029098,19581008,Male
AW00029099,19590109,Male
AW00029100,19650115,Female
AW00029101,19650604,Female
AW00029102,19710918,Female
AW00029103,19661104,Male
AW00029104,19810112,Male
AW00029105,19810510,Female
AW00029106,19800903,Male
AW00029107,19801014,Female
AW00029108,19801219,Male
AW00029109,19800114,Female
AW00029110,19781009,Female
AW00029111,19841121,Male
AW00029112,19811222,Male
AW00029113,19611123,Female
AW00029114,19730315,Male
AW00029115,19620808,Female
AW00029116,19800430,Female
AW00029117,19690131,Male
AW00029118,19630806,Male
AW00029119,19640411,Male
AW00029120,19630920,Female
AW00029121,19640912,Female
AW00029122,19640901,Male
AW00029123,19650618,Female
AW00029124,19790714,Male
AW00029125,19800608,Female
AW00029126,19800325,Female
AW00029127,19720518,Male
AW00029128,19830310,Female
AW00029129,19710829,Male
AW00029130,19630322,Female
AW00029131,19750513,Male
AW00029132,19691214,Female
AW00029133,19690914,Female
AW00029134,19690913,Male
AW00029135,19700403,Male
AW00029136,19691105,Female
AW00029137,19740716,Male
AW00029138,19790809,Male
AW00029139,19740219,Female
AW00029140,19741124,Male
AW00029141,19730713,Female
AW00029142,19730520,Female
AW00029143,19730312,Female
AW00029144,19670811,Male
AW00029145,19680207,Female
AW00029146,19680406,Male
AW00029147,19660814,Female
AW00029148,19670513,Female
AW00029149,19670217,Female
AW00029150,19670109,Male
AW00029151,19660920,Female
AW00029152,19670122,Male
AW00029153,19710314,Male
AW00029154,19730315,Male
AW00029155,19781004,Female
AW00029156,19781018,Female
AW00029157,19780423,Male
AW00029158,19711208,Male
AW00029159,19710711,Female
AW00029160,19750822,Male
AW00029161,19650120,Male
AW00029162,19750809,Male
AW00029163,19640805,Male
AW00029164,19760318,Female
AW00029165,19700613,Male
AW00029166,19641029,Male
AW00029167,19750905,Female
AW00029168,19750822,Male
AW00029169,19640317,Female
AW00029170,19640414,Female
AW00029171,19631101,Male
AW00029172,19750419,Male
AW00029173,19691116,Male
AW00029174,19640514,Male
AW00029175,19640203,Male
AW00029176,19630808,Male
AW00029177,19401102,Male
AW00029178,19750301,Female
AW00029179,19741208,Female
AW00029180,19741003,Male
AW00029181,19790510,Female
AW00029182,19791223,Male
AW00029183,19760523,Female
AW00029184,19751010,Female
AW00029185,19740321,Male
AW00029186,19790616,Male
AW00029187,19731010,Male
AW00029188,19790916,Male
AW00029189,19721220,Male
AW00029190,19750208,Female
AW00029191,19750519,Female
AW00029192,19730425,Female
AW00029193,19720305,Male
AW00029194,19771021,Female
AW00029195,19771006,Female
AW00029196,19710721,Male
AW00029197,19590101,Female
AW00029198,19590103,Female
AW00029199,19590406,Male
AW00029200,19620825,Male
AW00029201,19680514,Female
AW00029202,19630518,Male
AW00029203,19680424,Female
AW00029204,19681122,Male
AW00029205,19620516,Male
AW00029206,19620220,Male
AW00029207,19670123,Female
AW00029208,19671109,Female
AW00029209,19760901,Male
AW00029210,19710204,Male
AW00029211,19760610,Female
AW00029212,19710614,Female
AW00029213,19751003,Female
AW00029214,19691223,Male
AW00029215,19750310,Female
AW00029216,19691116,Male
AW00029217,19700523,Female
AW00029218,19690929,Male
AW00029219,19691215,Male
AW00029220,19800916,Female
AW00029221,19691207,Female
AW00029222,19750501,Male
AW00029223,19610714,Male
AW00029224,19620105,Female
AW00029225,19670406,Male
AW00029226,19391016,Female
AW00029227,19390705,Male
AW00029228,19391222,Female
AW00029229,19690423,Male
AW00029230,19690201,Female
AW00029231,19800106,Female
AW00029232,19790904,Female
AW00029233,19690221,Female
AW00029234,19690406,Male
AW00029235,19690621,Male
AW00029236,19681001,Male
AW00029237,19690213,Female
AW00029238,19681212,Male
AW00029239,19681211,Female
AW00029240,19671230,Female
AW00029241,19730824,Female
AW00029242,19680331,Male
AW00029243,19680618,Male
AW00029244,19680219,Male
AW00029245,19680614,Male
AW00029246,19671202,Male
AW00029247,19771218,Female
AW00029248,19661217,Male
AW00029249,19661217,Male
AW00029250,19720412,Male
AW00029251,19660901,Female
AW00029252,19670308,Male
AW00029253,19661122,Female
AW00029254,19610413,Female
AW00029255,19601008,Male
AW00029256,19610506,Male
AW00029257,19610424,Male
AW00029258,19610321,Female
AW00029259,19600309,Male
AW00029260,19401123,Male
AW00029261,19400911,Male
AW00029262,19410821,Female
AW00029263,19411121,Male
AW00029264,19410726,Female
AW00029265,19420508,Female
AW00029266,19660102,Male
AW00029267,19711016,Female
AW00029268,19651119,Male
AW00029269,19651111,Female
AW00029270,19650711,Male
AW00029271,19710622,Male
AW00029272,19650713,Male
AW00029273,19710208,Male
AW00029274,19660119,Male
AW00029275,19581112,Female
AW00029276,19590219,Female
AW00029277,19581025,Female
AW00029278,19640814,Female
AW00029279,19590118,Female
AW00029280,19670805,Female
AW00029281,19610222,Male
AW00029282,19550313,Female
AW00029283,19550107,Male
AW00029284,19550603,Female
AW00029285,19540714,Male
AW00029286,19750517,Male
AW00029287,19690824,Female
AW00029288,19810413,Male
AW00029289,19750824,Male
AW00029290,19690413,Male
AW00029291,19690421,Female
AW00029292,19780103,Female
AW00029293,19721129,Male
AW00029294,19661215,Female
AW00029295,19710825,Male
AW00029296,19720519,Female
AW00029297,19711019,Female
AW00029298,19651229,Female
AW00029299,19660417,Female
AW00029300,19710426,Male
AW00029301,19761103,Male
AW00029302,19690718,Female
AW00029303,19700119,Male
AW00029304,19650301,Male
AW00029305,19641109,Female
AW00029306,19740812,Male
AW00029307,19680901,Male
AW00029308,19800106,Male
AW00029309,19680928,Male
AW00029310,19690421,Male
AW00029311,19671107,Female
AW00029312,19730414,Female
AW00029313,19670407,Male
